Model,Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
claude-3-5-haiku,few-shot,20S Mitochondrial Small Ribosomal Subunit,Human,N/A,Protein synthesis within mitochondrial matrix;  responsible for translating mitochondrial-encoded mRNAs into functional proteins essential for oxidative phosphorylation,Mitochondrial ribosomal protein S12; Mitochondrial ribosomal protein S17; Mitochondrial ribosomal protein S18; Mitochondrial ribosomal protein S20; Mitochondrial ribosomal protein S21; Mitochondrial ribosomal protein S27; Mitochondrial ribosomal protein S29,MRPS12; MRPS17; MRPS18A/MRPS18B; MRPS20; MRPS21; MRPS27; MRPS29; Self Confidence Score Calculation:; (0.85 × 0.3) + (0.75 × 0.3) + (0.90 × 0.25) + (1.0 × 0.15) = 0.255 + 0.225 + 0.225 + 0.15 = 0.855,
claude-3-5-haiku,contextual,20S Mitochondrial Small Ribosomal Subunit,Saccharomyces cerevisiae (Baker's yeast),N/A,Responsible for mitochondrial protein translation and synthesis within the mitochondrial matrix;  specifically processing and translating mitochondrial mRNA into functional proteins essential for oxidative phosphorylation and cellular energy production.,Mitochondrial small ribosomal protein S12; Mitochondrial small ribosomal protein S13; Mitochondrial small ribosomal protein S14; Mitochondrial small ribosomal protein S16; Mitochondrial small ribosomal protein S18,MRPS12; MRPS13; MRPS14; MRPS16; MRPS18; Self Confidence Score Calculation:; (0.85 × 0.3) + (0.75 × 0.3) + (0.90 × 0.25) + (1.0 × 0.15) = 0.255 + 0.225 + 0.225 + 0.15 = 0.855; Explanation of Confidence Score Components:; Moderate consistency across databases (0.85); Limited experimental validation of complete complex (0.75); High accuracy in protein-gene mapping (0.90); High specificity to Saccharomyces cerevisiae (1.0),
claude-3-5-haiku,zero-shot,Cardiac Troponin Complex,Human,Mouse,Regulates muscle contraction by modulating calcium-dependent interactions between actin and myosin during cardiac muscle contraction,Troponin C (regulatory calcium-binding subunit); Troponin I (inhibitory subunit); Troponin T (tropomyosin-binding subunit),TNNC1 (Troponin C1;  slow skeletal and cardiac type); TNNI3 (Troponin I3;  cardiac type); TNNT2 (Troponin T2; Self Confidence Score Calculation:; (Consistency across sources: 0.3 × 0.90) + (Experimental data: 0.3 × 0.85) + (Protein-gene mapping: 0.25 × 0.95) + (Organism specificity: 0.15 × 1.00) = 0.90,
claude-3-5-haiku,few-shot,Cardiac troponin complex,Human,Mouse,Regulates muscle contraction by mediating calcium-dependent interactions between actin and myosin filaments in cardiac muscle,Troponin C (calcium-binding subunit); Troponin I (inhibitory subunit); Troponin T (tropomyosin-binding subunit),TNNC1 (Troponin C); TNNI3 (Troponin I); TNNT2 (Troponin T); Self Confidence Score Calculation:; • Consistency across databases (0.30): 0.95; • Supporting experimental data (0.30): 0.90; • Protein-gene mapping accuracy (0.25): 1.00; • Organism specificity (0.15): 1.00,0.955
claude-3-5-haiku,contextual,Cardiac Troponin Complex,Human,Mouse,Regulates muscle contraction by modulating calcium-dependent interactions between actin and myosin filaments in striated muscle,Troponin C (cardiac muscle); Troponin I (cardiac muscle); Troponin T (cardiac muscle),TNNC1 (Troponin C); TNNI3 (Troponin I); TNNT2 (Troponin T); Self Confidence Score Calculation:; • Consistency across databases: 0.95 × 0.30 = 0.285; • Supporting experimental data: 0.90 × 0.30 = 0.270; • Protein-gene mapping accuracy: 1.00 × 0.25 = 0.250; • Organism specificity: 1.00 × 0.15 = 0.150,0.955
claude-3-7-sonnet,zero-shot,H+/K+-ATPase (Gastric proton pump),Human (Homo sapiens),Mouse (Mus musculus),The H+/K+-ATPase functions as the gastric proton pump;  responsible for gastric acid secretion in the stomach. It exchanges hydrogen ions (H+) for potassium ions (K+) across the parietal cell membrane;  creating the acidic environment in the stomach lumen with pH values as low as 0.8-1.0. This acidic environment is essential for protein digestion;  nutrient absorption;  and protection against ingested pathogens. The complex hydrolyzes ATP to provide energy for the active transport of H+ ions against a concentration gradient.,H+/K+-ATPase alpha subunit (ATP4A): A catalytic subunit containing the phosphorylation site and ATP binding domain; H+/K+-ATPase beta subunit (ATP4B): A glycosylated accessory subunit required for proper trafficking;  assembly;  and stability of the complex,ATP4A (gene encoding H+/K+-ATPase alpha subunit); ATP4B (gene encoding H+/K+-ATPase beta subunit),0.955
claude-3-7-sonnet,few-shot,ATP4A-ATP4B complex,Human,Mouse,This is a gastric H⁺/K⁺-ATPase proton pump responsible for gastric acid secretion in the stomach. It actively transports H⁺ ions into the stomach lumen in exchange for K⁺ ions;  creating the highly acidic environment needed for food digestion and protection against pathogens.,H⁺/K⁺-ATPase alpha subunit;  H⁺/K⁺-ATPase beta subunit,ATP4A;  ATP4B,0.955
claude-3-7-sonnet,contextual,ATP4A-ATP4B complex,Human,Mouse,This protein complex functions as a gastric H+/K+-ATPase (proton pump) that catalyzes the hydrolysis of ATP coupled with the exchange of H+ and K+ ions across the plasma membrane. It is responsible for gastric acid secretion by parietal cells in the stomach;  generating and maintaining the low pH environment necessary for food digestion and absorption. The complex is the primary target for proton pump inhibitor drugs used to treat peptic ulcers and acid reflux diseases.,Potassium-transporting ATPase alpha chain 1 (H+/K+-ATPase α subunit); Potassium-transporting ATPase subunit beta (H+/K+-ATPase β subunit),ATP4A; ATP4B,0.955
claude-3-7-sonnet,zero-shot,Cytochrome bc1 Complex (Complex III;  Ubiquinol-cytochrome c reductase),Saccharomyces cerevisiae (Baker's yeast),Human;  Mouse;  C. elegans;  Drosophila melanogaster,The cytochrome bc1 complex is a crucial component of the mitochondrial respiratory chain;  catalyzing electron transfer from ubiquinol to cytochrome c coupled with proton translocation across the inner mitochondrial membrane. This process contributes to the generation of a proton gradient;  which drives ATP synthesis via ATP synthase. The complex operates through the Q-cycle mechanism;  where electrons from ubiquinol are bifurcated - some transfer to cytochrome c via the Rieske iron-sulfur protein and cytochrome c1;  while others recycle through the b-type cytochromes.,In S. cerevisiae;  the cytochrome bc1 complex consists of 10 subunits:; Cytochrome b - Core catalytic subunit; Cytochrome c1 - Core catalytic subunit; Rieske iron-sulfur protein - Core catalytic subunit; Core protein 1 (MPP alpha) - Mitochondrial processing peptidase activity; Core protein 2 (MPP beta) - Mitochondrial processing peptidase activity; Subunit 6 - Assembly factor; Subunit 7 - Stability factor; Subunit 8 - Assembly factor; Subunit 9 - Stability factor; Subunit 10 - Involved in complex assembly,COB (Cytochrome b) - Mitochondrially encoded; CYT1 (Cytochrome c1); RIP1 (Rieske iron-sulfur protein); COR1 (Core protein 1); QCR2 (Core protein 2); QCR6 (Subunit 6); QCR7 (Subunit 7); QCR8 (Subunit 8); QCR9 (Subunit 9); QCR10 (Subunit 10),0.9475
claude-3-7-sonnet,few-shot,Cytochrome bc₁ Complex (Complex III),Saccharomyces cerevisiae,Human;  Mouse;  C. elegans;  Drosophila melanogaster,The cytochrome bc₁ complex functions as an essential component of the mitochondrial respiratory chain;  catalyzing electron transfer from ubiquinol to cytochrome c coupled with proton translocation across the inner mitochondrial membrane. This contributes to the electrochemical proton gradient used for ATP synthesis.,Cytochrome b; Cytochrome c1; Rieske iron-sulfur protein; Core protein 1; Core protein 2; Subunit 6; Subunit 7; Subunit 8; Subunit 9; Subunit 10,COB (cytochrome b); CYT1 (cytochrome c1); RIP1 (Rieske iron-sulfur protein); COR1 (core protein 1); QCR2 (core protein 2); QCR6 (subunit 6); QCR7 (subunit 7); QCR8 (subunit 8); QCR9 (subunit 9); QCR10 (subunit 10),0.94
claude-3-7-sonnet,contextual,Cytochrome bc1 Complex (Complex III),Saccharomyces cerevisiae (Baker's yeast),Human;  Mouse,The cytochrome bc1 complex is a central component of the mitochondrial respiratory chain. It catalyzes the transfer of electrons from ubiquinol to cytochrome c;  coupled with the translocation of protons across the inner mitochondrial membrane. This process contributes to the generation of a proton gradient that drives ATP synthesis. It employs the Q-cycle mechanism;  which involves the oxidation of ubiquinol at the Qo site and reduction of ubiquinone at the Qi site.,Cytochrome b; Cytochrome c1; Rieske iron-sulfur protein; Core protein 1; Core protein 2; Subunit 6; Subunit 7; Subunit 8; Subunit 9; Subunit 10,COB (cytochrome b); CYT1 (cytochrome c1); RIP1 (Rieske iron-sulfur protein); COR1 (core protein 1); QCR2 (core protein 2); QCR6 (subunit 6); QCR7 (subunit 7); QCR8 (subunit 8); QCR9 (subunit 9); QCR10 (subunit 10),0.9275
claude-3-7-sonnet,zero-shot,Synaptonemal Complex (SC),Saccharomyces cerevisiae (budding yeast),Human;  Mouse;  C. elegans;  Drosophila melanogaster,The Synaptonemal Complex is a protein structure that forms between homologous chromosomes during meiotic prophase I. In S. cerevisiae (budding yeast);  the SC facilitates crossing over between homologous chromosomes;  ensures proper chromosome segregation;  and maintains genomic integrity during meiosis. It serves as a scaffold for recombination machinery;  promotes DSB (Double-Strand Break) repair via the homologous recombination pathway;  and mediates synapsis between homologous chromosomes.,Zip1 (central element); Zip2 (initiation complex component); Zip3 (E3 ligase;  initiation complex component); Zip4 (initiation complex component); Ecm11 (central element component); Gmc2 (central element component); Red1 (lateral element component); Hop1 (lateral element component); Spo76/Pds5 (cohesion-associated),ZIP1; ZIP2; ZIP3; ZIP4; ECM11; GMC2; RED1; HOP1; PDS5,0.9125
claude-3-7-sonnet,few-shot,Synaptonemal Complex (SC),Saccharomyces cerevisiae,Human;  Mouse;  C. elegans;  Drosophila melanogaster,The synaptonemal complex is a meiosis-specific protein structure that forms between homologous chromosomes during prophase I of meiosis. It facilitates chromosome pairing;  synapsis;  and genetic recombination between homologous chromosomes;  ensuring proper chromosome segregation and genetic diversity.,Zip1 (central element);  Hop1 (lateral element);  Red1 (lateral element);  Zip2;  Zip3;  Zip4;  Spo16;  Ecm11,ZIP1;  HOP1;  RED1;  ZIP2;  ZIP3;  ZIP4;  SPO16;  ECM11,0.92
claude-3-7-sonnet,contextual,Synaptonemal Complex (SC),Mouse (Mus musculus),Human;  C. elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,The synaptonemal complex is a proteinaceous scaffold that assembles between homologous chromosomes during meiotic prophase I. It mediates chromosome synapsis;  facilitates homologous recombination;  ensures proper crossover formation;  and promotes accurate chromosome segregation during meiosis. The SC plays a critical role in maintaining genome integrity during sexual reproduction.,SYCP1 (Synaptonemal complex protein 1); SYCP2 (Synaptonemal complex protein 2); SYCP3 (Synaptonemal complex protein 3); SYCE1 (Synaptonemal complex central element protein 1); SYCE2 (Synaptonemal complex central element protein 2); SYCE3 (Synaptonemal complex central element protein 3); TEX12 (Testis-expressed protein 12),Sycp1; Sycp2; Sycp3; Syce1; Syce2; Syce3; Tex12,0.9325
claude-3-7-sonnet,zero-shot,GNA12-GPR55-RGS2 Complex,Human (Homo sapiens),Mouse (Mus musculus),This complex is involved in G protein-coupled receptor (GPCR) signaling;  where GPR55 acts as a cannabinoid receptor that;  upon activation;  couples to G12 (GNA12) to stimulate RhoA signaling. RGS2 functions as a negative regulator by accelerating the GTPase activity of GNA12;  thus terminating the signal. This complex mediates cellular responses including cytoskeletal reorganization;  cell migration;  and modulation of inflammatory processes. GPR55-GNA12 signaling has been implicated in cancer cell proliferation and metastasis;  particularly in certain cancers where this signaling axis is upregulated.,GNA12 (Guanine nucleotide-binding protein subunit alpha-12); GPR55 (G-protein coupled receptor 55); RGS2 (Regulator of G-protein signaling 2),GNA12 (gene ID: 2768); GPR55 (gene ID: 9290); RGS2 (gene ID: 5997),0.675
claude-3-7-sonnet,few-shot,GNA12-GPR55-RGS2 complex,Human,Mouse,This complex mediates G protein-coupled receptor signaling;  where GPR55 functions as a cannabinoid receptor;  GNA12 acts as a G-protein alpha subunit that transduces signals;  and RGS2 serves as a regulator of G-protein signaling by accelerating the inactivation of G proteins. Together;  they regulate cellular processes including cytoskeletal reorganization;  cell migration;  and various stress responses.,Guanine nucleotide-binding protein subunit alpha-12;  G-protein coupled receptor 55;  Regulator of G-protein signaling 2,GNA12;  GPR55;  RGS2,0.7425
claude-3-7-sonnet,contextual,GNA12-GPR55-RGS2 complex,Human,Mouse,This complex is involved in G protein-coupled receptor (GPCR) signaling;  where GPR55 functions as a cannabinoid receptor;  GNA12 (Gα12) serves as the G-protein alpha subunit that transduces signals;  and RGS2 acts as a regulator of G-protein signaling that modulates the GTPase activity of GNA12. The complex regulates multiple cellular processes including cell migration;  cytoskeletal reorganization;  and inflammatory responses. GPR55 activation by cannabinoids and lysophosphatidylinositol leads to GNA12-mediated signaling;  which is fine-tuned by RGS2.,Guanine nucleotide-binding protein subunit alpha-12 (GNA12); G-protein coupled receptor 55 (GPR55); Regulator of G-protein signaling 2 (RGS2),GNA12; GPR55; RGS2,0.7625
claude-3-7-sonnet,zero-shot,Melanocortin Receptor 3 (MC3R),Human (Homo sapiens),Mouse (Mus musculus),MC3R is a G protein-coupled receptor that binds melanocortin peptides;  particularly γ-MSH (gamma-melanocyte stimulating hormone). In humans;  MC3R plays key roles in energy homeostasis;  inflammation regulation;  and cardiovascular function. It mediates anti-inflammatory effects through inhibition of NF-κB signaling pathways and modulates feeding behavior and metabolism. MC3R primarily signals through Gαs proteins;  activating adenylyl cyclase and elevating intracellular cAMP levels. Unlike other melanocortin receptors;  MC3R has a distinct role in regulating energy partitioning rather than directly affecting total body weight.,MC3R functions primarily as a monomeric receptor;  though it can form homodimers. When activated;  it associates with G proteins;  typically containing:,MC3R (melanocortin 3 receptor); GNAS (G protein subunit alpha s); Various G protein beta and gamma subunit genes (GNB1-5;  GNG1-13),0.825
claude-3-7-sonnet,few-shot,Melanocortin Receptor 3,Human,Mouse,Melanocortin receptor 3 (MC3R) is a G protein-coupled receptor that plays an important role in energy homeostasis;  particularly in the regulation of energy input and expenditure. It mediates signals from melanocortin peptides such as α-MSH;  β-MSH;  γ-MSH;  and ACTH. The activation of MC3R leads to stimulation of adenylyl cyclase;  increased cAMP production;  and subsequent activation of various downstream signaling pathways. MC3R is involved in the central control of energy balance;  metabolic homeostasis;  and inflammation. Unlike MC4R;  which primarily affects food intake;  MC3R appears to be more involved in nutrient partitioning and the regulation of energy efficiency.,Melanocortin receptor 3,MC3R,0.925
claude-3-7-sonnet,contextual,Melanocortin receptor 3,Human,Mouse,Melanocortin receptor 3 (MC3R) is a G protein-coupled receptor that binds melanocortin peptides including α-MSH;  β-MSH;  γ-MSH;  and ACTH. It plays a critical role in energy homeostasis;  particularly in the regulation of energy intake and expenditure. MC3R regulates feeding behavior;  metabolism;  and is involved in the central control of inflammatory responses. It functions in the hypothalamus to modulate food intake and energy balance;  with distinct roles from the related MC4R.,Melanocortin receptor 3,MC3R,0.925
claude-3-7-sonnet,zero-shot,ATP1A1-TSHR complex,Human (Homo sapiens),Mouse (Mus musculus),The ATP1A1-TSHR complex facilitates the interaction between the sodium-potassium ATPase alpha-1 subunit (ATP1A1) and the thyroid-stimulating hormone receptor (TSHR). This complex is involved in thyroid hormone signaling and regulation of thyroid function. ATP1A1 functions as a non-canonical receptor for thyroid-stimulating hormone (TSH);  and when complexed with TSHR;  it contributes to the modulation of intracellular signaling cascades that regulate thyroid hormone production and secretion. The complex also plays a role in maintaining sodium and potassium ion gradients across cell membranes while participating in thyroid-specific signal transduction.,Sodium/potassium-transporting ATPase subunit alpha-1 (ATP1A1); Thyrotropin receptor (TSHR),ATP1A1; TSHR,0.61
claude-3-7-sonnet,few-shot,ATP1A1-TSHR complex,Human,Mouse,This complex forms when the sodium-potassium ATPase (Na⁺/K⁺-ATPase) alpha-1 subunit (ATP1A1) interacts with the thyroid-stimulating hormone receptor (TSHR). This interaction mediates non-canonical signaling pathways independent of G protein coupling. The complex participates in thyroid hormone-responsive signaling cascades and may regulate cell growth;  differentiation;  and metabolism in thyroid tissue.,Sodium/potassium-transporting ATPase subunit alpha-1;  Thyrotropin receptor,ATP1A1;  TSHR,0.7775
